id,review_body
950,Le dessin est de bonne qualité mais la ance de la tasse c'est très vite fendu sans qu'elle ne soit tombée.
951,En remplacement d'une réception par parabole réception 11 chaînes tnt le gain du signal 25 db est insuffisant pour capter toutes les chaînes tnt
952,"J'ai tenté, c'est loupé. Les mèches bois, pourquoi pas, les bétons et métaux, aucun intérêt, ça casse et ça ne perce pas. La boite est super par contre un vrai tank :-)"
953,Fait son job enleve les reflets jaune et blanchi les cheveux
954,Acheter c'est 2 cartouches pour filtrer l eau de mes poissons et franchement filtre très bien J en recommandé cet été
955,"Mauvaise qualité, j'ai reçu le sac et aucune des fermetures éclair ne fonctionnait correctement ! Impossible de le fermer. Je l'ai renvoyé."
956,"Produit conforme à la description, aucune différence de qualité avec le modèle original . Les modèles aux contours blancs sont au top de la qualité"
957,"Très pratique mais un peu petite, limite pour la lecture de certains livres (pas adapté pour les BDs par exemple). Non compatible avec les formats epub. Pas de compte familial possible donc pas possible de partager ses livres avec une autre kindle dans le même foyer !!"
958,Très solide bon produit
959,"Le début du récit est un peu à l'eau de rose, mais heureusement la suite et la fin sont meilleures"
960,rien à dire c'est parfait je le recommande mon colis était arrivé comme prévu avec un emballage au top et la qualité est au rendez-vous alors acheté c'est un bon vendeur.
961,"Idéal pour remplacer la cartouche d'encre (point, ou ball donc avec pointe + épaisse) de n'importe quel stylo FriXion, par exemple pour utiliser des pointes Point dans des stylos Ball, et vice versa. Je trouve par contre que l'encre bleue est à remplacer + souvent que les autres couleurs, tout en prenant en compte le fait que je les utilise +, évidemment."
962,"Crache un espèce de micro nuage, fume peu...parfait pour simuler un brouillard dans un village de Playmobil, pour vous dire. J'ai eu une meilleure expérience de densité de fumée avec ma cigarette électronique"
963,Le piège ne fonctionne pas à tous les coups. Le déclenchement ne semble pas assez sensible. Cette faiblesse peut entraîner une méfiance de la part des rats
964,"Jouet de très mauvaise qualité. Ce jouet est tout petit, je m'attendais à plus grand. La mâchoire se déboîte facilement ce qui est embêtant, les dents s'enfoncent facilement, mais elles ne se remontent pas du tout. Je ne recommande pas ce jouet !!!! Je le retourne !"
965,Elle est juste parfaite j'adore bonne qualité rien à dire je recommande
966,"Ouvrage très décevant qui ne propose que des modèles laids, oui, laids! De telles illustrations ne peuvent que décourager les débutants: quel plaisir pourraient-ils prendre à essayer de copier ces ""tableaux"" d'une désolante platitude, sans lumière, sans reflets, sans âme?"
967,Je n'ai pas encore tester mais déjà de payer plus de 16€ et être obliger de payer en plus 3€50 à la factice pour qu'elle puisse me donner mon colis car l'envoyeur n'a pas assez affranchi. Franchement c'est vraiment moyen
968,bel objet belle couleur a l'interieur les rangements sont pratique je suis contente de mon achat je le recommande satisfaite
969,"Bonjour, je n'ai pas reçu mon colis alors qu'il est indiquer livrer mardi, de plus ma commande de mercredi la boité a tété ouverte avec deux colis au lieu de trois colis à l'intérieure"
970,"Ce guide n'apprend rien, n'apporte aucune information d'un quelconque intérêt. il prétend tout couvrir , et ne sert à rien."
971,Bien reçu et conforme et merci pour les 3 pierres supplémentaires qui ont accompagné ma commande !! Merci encore
972,"Tapis de souris OK mais pour le clavier, ne sert pas à grand chose. La bande n'est pas assez large pour soutenir correctement les poignets."
973,Des coutures un peu fragiles et une forme irrégulière mais un produit plutôt correct pour son prix bas. Livraison rapide.
974,"La première fois que vous l'utiliser c'est magique : sa se décolle tout seul, le rendue est très convenable et l'adhérence permet de limité la chauffe du plateau. Après une bonne dizaine d'impression ont commence a perdre en adhérence. Personnellement je le recommande pour les grosses pièces an contact avec les plateau ( type panneau, diorama ) qui permettront d'être décollé facilement. Pour le reste, le bon vieux miroir avec la colle suffis amplement"
975,"Premièrement, le look est passe partout et moderne. Ensuite, le bundle est complet. On a besoin d'aucun autre outil avec cet achat! Et pour finir, les outils semblent résistants! Le silicone employé est épais et durable. J'ai déjà eu l'occasion d’employer ces outils à maintes reprises... Jamais déçu!"
976,"L'eau chauffe mais le bouton est décalé et ne correspond pas à ce qui est écrit et l'écran ne fonctionne pas, il n'y à pas de témoin de fonctionnement"
977,Bonjour Non je suis déçue il trop petit je pensais recevoir un format A4 se sera le prochain achat pour mon papa.
978,"Livraison rapide. Le produit correspond à la description. Facile d'installation. Petit défaut sur la protection du clavier avec la touche entrée, mais on peut très bien l'utiliser quand même."
979,"Bien mais un peu trop petite, et très fragiles"
980,Fait ce qu'on lui demande
981,"j'ai lavé les boîtes lors de leur arrivée. petit problème : l'eau s'accumule à l'intérieur du couvercle. il faut donc secouer et secouer de nombreuses fois pour que l'eau s'écoule et pas totalement : risque de mouiller les aliments lors de la fermeture ce qui est un ""comble"" pour une boîte hermétique. comme nous sommes en été et en canicule peut-être vais-je pouvoir compter sur l'évaporation. Sinon, faites-moi une suggestion. en dehors de ce ""détail"" elles seraient parfaites ces boîtes non lavables."
982,"J'ai acheté ce produit pour réparer l'écran d'un smartphone. J'ai suivi scrupuleusement la notice d'utilisation (en anglais) et rien le produit ne sèche pas, il ne comble pas les fissures. J'ai gaspillé 20€, c'est une arnaque !!"
983,il se place où vous voulez et est très pratique... le savon s'égoutte bien et vous l'avez toujours à votre porté !!!
984,Bon produit de qualité moyen et manque de finition
985,Pour jouer dans le salon
986,"Ne dérape pas sur la table grace aux 4 supports. Grande, solide et facilement lavable"
987,S’efface très mal à sec
988,J'ai beaucoup aimé la montre mais le bracelet c'est arraché un peu près un an après l'achat donc très déçu
989,"livraison rapide, bon produit pour dessouder des composants électronique quant ont a pas de station de des-soudage, permet de réaliser un travaille très propre nichel"
990,Le film s'est installé sans soucis en utilisant les outils (lingette nettoyante et lingette microfibre). La seule chose perturbante est que la vitre ne colle pas sur les côtés du téléphone. Ce qui n'est pas gênant pour l'utilisation mais qui est moche lorsque l'écran est éteint. A voir dans le temps si la poussière ne s'incruste pas la ou la vitre ne colle pas...
991,"Passer votre chemin le mécanisme en plastique interne n'a tenu que deux, une patte plastique (elle aurait été mieux en métal) casse trop facilement, une catastrophe cette poubelle du coup qui devient chère a l'achat, passer votre chemin, aucune garantie constructeur, juste lamentable..."
992,"je connais ce produit et je n'ai rien a lui reprocher .mais l'envoie , le colis nul. en effet l'emballage aplati car aucune protection . dommage"
993,Mon petit adore mais j'ai été obligé d'en supprimer quelques uns car un film transparent s'effrite par dessus... ça pèle ! toxique ?
994,Je n'ai pas pu utiliser ce produit...car il ne m'a jamais été livré ! !!
995,"Bloc qui double une prise USB, ce qui éventuellement peut être inutile si on a une autre prise à côté qui serait obstruée par ce gros bloc ! Si on rajoute le fait que ça ne marche absolument pas et qu'en plus ça met un mois à venir de Chine, la blague est énorme ! A éviter à tout prix !!!"
996,Peu chère mais pas très efficace
997,"La fabrication est très légère, le plateau de cuisson en fonte trop mince est complètement déformé après 2 utilisations. Je ne recommande pas ce produit."
998,Bracelet montre très facile à mettre en place
999,conforme à ce que je voulais
1000,Ayant une utilité intensive d un touret pour divers choses à faire je conseil fortement ce touret auquel je lui ais mis une brosse qui le rend bi tâches . Très puissant il est parfait en remplacement de mon vieux touret de 550 wat qui M à fait 25 ans et qui a rendu l âme . Je l ais fixer sur mon gros établi à la place de l autre . Cela me permet d effectuer des travaux avec force : plus sur le côté brosse. De surcroît en Bosch bleue Pro que du bonheur . Attention aux mains et aux yeux et à bien utiliser les protections qui lui sont du : même si je reconnaît qu elles sont parfois très gênantes par rapport à ce que l on fait. Je donne un 10/10 pour cet outil et je le recommande .
1001,Très jolie pot qui a attiré ma fille de suite alors que son ancien pot classique de lui plaisait pas ... elle ne voulait pas là elle nous a demander directement à faire pipi. Y a plus qu' à...;)
1002,"J'adore ! Très bel objet je suis amoureux de cette sacoche elle est vraiment belle je n'regrette pas Couleur, design tout y est"
1003,Conforme et moins cher que en magasin
1004,produit conforme les couleurs sont respectées peut etre un peu cher les frais d envoi sont un peu élévés eu égard au produit
1005,"La qualité de ce body est vraiment top ! Par contre, attention aux tailles, il taille malheureusement vraiment petit :/"
1006,Tres mauvaises qualité au bout d'une semaine le bouton métallique pour fermer le portefeuille c'est cassé en deux!!!
1007,Ça reste mon parfum préféré.
1008,"Il y a pourtant bien écrit,lot de 2, quantité 5, Je n'en ai reçu que 4 2 lot de 2 Pas de réponse"
1009,pour passer une bonne soirée
1010,Bonne balance mais obliger de peser bébé 3 fois pour être sûr du poid car il a tendance à ne pas dire la même chose à chaque fois. Mais pratique car permet quand même de suivre l'évolution de bébé
1011,Le produit est correct mais taille trop petit j’ai dû le retourner
1012,"Lampe solaire du plus bel effet sur ma table de jardin. J'aime beaucoup l'effet flamme. Elle est pratique car pas besoin de prise et elle ne craint pas l'humidité. Ca reste une lumière d'appoint mais elle tient toute la nuit et sera parfaite pour les prochaines soirées d'été entre amis. J'apprécie également le bouton marche arrêt, qui évite qu'elle se décharge pour rien et l'accroche sur le dessus."
1013,cette poubelle est bien mais j'aimerais pouvoir acheter des couvercles seuls car le mecanisme est fragile alors que le bas de la poubelle est robuste
1014,"Ayant reçu ce produit récemment et en tête l'idée de faire un cheesecake, a ma grande surprise celui ci c'est mis a couler au niveau de la charnière, produit a éviter si l'ont veux faire des cheesecake"
1015,Super radio multifonctions. Son d'une qualité exceptionnelle Je recommande Batterie rechargeable que du bonheur A voir dans le temps vous en avez pour votre argent 👍👍👍
1016,Jeu neuf donc parfait
1017,"Super Produit, une chaise gamer sans concessions. Confortable et abordable, très heureux de cet achat, je recommande ! Top Top."
1018,"La protection intérieure et le sac est bien adapté pour protéger un SSD T5. Rien à redire à ce niveau. Maintenant la languette de fermeture s'est cassée à la première ouverture. Du coup, il m'est maintenant très difficile d'ouvrir le boitier. Des doutes sur la qualité."
1019,"Utilisation sur cheveux boucle,le produit rend les cheveux sec ,paille et volumineux ."
1020,"Très déçu par ce lot de 3 couteau céramique qui est d'une mauvaise qualité. J'ai fait confiance à la marque mais j'aurais du me méfier vu le prix de ces 3 couteaux céramique. Le manche est en mauvais plastique injecté avec des traces de moulage et la lame qui est en céramique ne me parait pas solide en vue de sa finesse. De plus l’affûtage n'est pas au rendez vous, c'est surement pour cela qui ne met pas de protection de lame avec les couteaux.. J'ai acheté un gadget Chinois qui va finir à la poubelle."
1021,"Le livreur a été tres gentil et m a monté le canapé a l étage. Encore merci à lui si jamais il lit ces commentaires. Quant au canapé par contre, il est quand meme pas bien emballé pour supporter le transport. J ai reçu les 2 cartons abîmés et l arriere du canapé déchiré. Une petite partie du tissu qui s est enlevée sur le bord du dossier. Il faudrait mettre des protections dans le carton. C est dommage car le canapé peut être beau. Les housses des coussins ont des petits trous je sais pas si c est vraiment comme ca ou si c est les miens qui sont abîmés. Et ce qui m a marqué aussi c est le fait de devoir contacter le vendeur pour avoir une information sur la livraison. La reponse a été rapide mais c est tout de meme pas rassurant d etre dans le flou et de devoir contacter. C est mieux de pouvoir ouvrir son compte et voir que le canapé est a telle etape de livraison."
1022,"Livraison rapide, je cherchais un sérum pas trop cher et qui fait son job. Ça fait que deux jours que je l'utilise er c'est donc trop tôt pour juger de l'effet anti rides néanmoins il est bien hydratant mais reste tout de même collant.je l'utilise que le soir donc cela ne me pose pas de soucis, j'ai commandé la crème de jour de la même gamme a voir..."
1023,Conforme au descriptif. Bonne finition et qualité. Style ancien parfait.
1024,Reçu rapidement.... mais la pochette est la version anglaise et pas française. Cela fait une différence lorsqu’on est collectionneur et/ou fan.
1025,Le câble est relativement très résistant. Et sa forme fil plat est plus discret en apparent je trouve. Super produit
1026,Ne va pas du tout pour un Shi-Tzu. Manque de puissance
1027,Produit tout à fait conforme à la présentation.
1028,Bonjour je suis déçu de la cure en sachant que normalement c'est une cure de 8 jours il y a que pour 3 jours et un matin ou de soupe donc pouvez-vous nous dire comment on fait pour faire une cure de 8 jours quand il en manque plus que la moitié
1029,"Le produit en lui meme est bien, qualité/prix OK. Par contre la table est arrivé avec beaucoup de coups, la peinture est enlevé sur une dizaines d'endroits ( pas tres génant car en dessous ) mais il y a un gros coup sur le coté haut de la table donc pas appréciable du tout.. Bon je garde le produits car pas envie de tout démonter et renvoyez ect.. un coup de peinture on ne le vois presque plus."
1030,Commandé en septembre 2018 et jamais reçu !
1031,Fragile comme béquille pas comme celle d'origine mauvaise qualité
1032,Rend les cheveux cartonnés. Ne fait pas de belles boucles.cher.
1033,DOMMAGE QUE LA MOUSTIQUAIRE NE PEUT PAS SE RETIRER QUAND ON NE VEUT PAS L UTILISER SINON BON PRODUIT
1034,Produit un peu cher mais convient bien à ma demande. Livraison plus rapide que prévu. Ma cocotte peut faire une nouvelle vie.
1035,"Superbe! Mon fils en est fou, il adore son copain Pua, fidèle au dessin animé et tout doux! Je recommande!"
1036,"Bon rapport qualité prix, ce support pour perruques est très facile à monter soi-même, je le recommande sans aucun problème."
1037,bonjour le colis a été marqué remis en main propre alors que je n'ai reçu aucune livraison a mon adresse personnelle .
1038,"J’aimais beaucoup ce petit gobelet, il est très pratique, c’était mon compagnon de thé au bureau pendant quelques mois. Seul soucis : le nettoyage du couvercle. Le mécanisme rend le nettoyage très difficile, même avec une petite brosse, certains coins restent inaccessibles. J’ai fini par opter pour une bouteille isotherme."
1039,Produit livré apparement le 5 aout mais je n'ai toujours rien dans ma boite aux lettres!!
1040,Petit problème de livraison (reçu qu'une cartouche sur les 2). Mais après échange de mails avec le fournisseur il me propose un remboursement partiels
1041,La bache de rechange ne comporte qu'une seule porte alors que la serre initiale achetée il y a 4 ans avait une porte à chaque extrémité. Ce n'est pas signalé sur le descriptif.
1042,"J'ai branché cette barre de son à mon ordinateur et je me fais avec des soirées cinéma de malade , le son est bien puissant et agréable, on sent bien les basses et les aigus , cette barre rivalise avec les grandes marques. Très satisfait"
1043,"j'ai apprécié la réactivité d'amazon quand j'ai demandé le remboursement des cartouches que j'ai crues, par erreur, inaptes pour mon imprimante. Le contact est rapide et le remboursement n'aurait posé aucun problème."
1044,Ravie de mon achat. À fait sensation vis à vis de mes proches. Conforme voir même mieux que sur la photos !
1045,"Lustre araignée acheté pour ma cuisine Reçu rapidement et bien protégé et emballé dans un sac plastique Il est parfaitement conforme à sa description Il est très facile à poser. Beau design rétro une fois posé. Il éclaire bien. Prix très correct. C'est parfait. Au regard du prix et le service rendu, je suis plutôt satisfait de mon achat. Très bon rapport qualité/prix"
1046,"Article convenable, malgré les quelques ""sursauts"". Il n'est toutefois pas très intuitif ni pratique de n'avoir pas pensé à un bouton ""ouverture"" et de devoir ouvrir la chaîne à la main qui oppose une certaine résistance."
1047,"Cette article est Juste parfait très bonne qualité d’image . Très bon produit , prix raisonnable top top top top"
1048,"Offert pour l'anniversaire d'un garçon qui en était très content notamment avec les fonctions d'éclairage ou d'alarme/chronomètre. Par contre, le bracelet s'est cassé ou plutôt la partie du boîtier qui doit retenir le bracelet s'est cassée peu avant la fin de la première année. Bien pour une première montre mais il faut se préparer à la suite..."
1049,mieux vaut avoir des ptites pointes et ou de la colle à bois sous la main!! j'ai du tout refaire la boîte!!! mais du meilleur effet maintenant!!
1050,"Commande effectuée pour réparer un lecteur DVD BLU-RAY, Les différentes tailles donnent le choix pour les réparations ! Heureusement que je n’etais Pas pressé ! Presque 1 mois de délai ! Mais article qui correspond à mes attentes! Puis tarif attractif !"
1051,Colis livre abime il manque 2 roulettes pour la penderie Decue de l attente en.plus colis abime et manque des choses
1052,J'avais acheté ce pack principalement pour les cache prises puisque ma fille commence à être intriguer par celles-ci... Et bien ceux-ci ne vont pas du tout sur nos prises... En effet on ne peut pas les mettre avec la terre...
1053,"Très satisfaite de la rapidité de l’envoi et de la qualité du produit reconditionné, je dirais même « comme neuf »"
1054,Ampoules tout à fait bluffantes Une consommation ridicule pour un éclairage puissant. Reste à vérifier la durée de vie mais ce pack est d'un excellent rapport qualité/prix
1055,J’avais commandé deux filets de ces billes et je n’en ai reçu qu’un seul
1056,"Harmoniser mon cycle mais je n’ai Jamais reçu le produit, et impossible de me faire rembourser!"
1057,"Tiens toute la journée , je suis satisfaite de la couleur pas trop flashy , livraison extra , bref sympa"
1058,Installé dans le wc pour rouleaux papier et divers entretien toilette
1059,"J’ai commander et là t’aime est vraiment trop petite , en plus de ça innove ne peut pas attacher le bouton vu que le troue na pas été fait . La qualité ce n’est pas ça il y a des files de partout. Je vais le renvoyer en ayant de la chance pour l’autre."
1060,Bcp de défauts de peinture finition pas top mais besoin urgent de cette barrière La barrière ne ferme pas très bien je pense sue ma fille comprendra vite comment l ouvrir
1061,"Reçu, ne marche pas. Impossible de détecter mon chargeur ainsi que mon câble audio. Je reste très déçue par ce type d’article"
1062,"Pour le coup, verre de qualité. Installation easy, pas de bulles. Adhère parfaitement sur toute la surface. Pas de reflet, véritablement pas de trace de doigt. Tactile nickel. pareil.. Packaging au top. Tout est fourni et notice en français... Et pour le prix... Je recommande."
1063,"Etiquette code barre/adresse directement collé sur le carton du produit, carton déjà abimé de partout . Logique puisque aucun emballage. Sympa, donc, à offrir ! Bref commence à faire chier, Amazone."
1064,"produit de très mauvaise qualité. Après un mois d'utilisation, les compartiments intérieur sont déchirés"
1065,Decoration pour la chambre de mon fils! Donne un beau cachet ! Qualité au top!
1066,fonctionne du premier coup comme indique sur d'autres commentaires
1067,"Sac trop juste pour ma Yorkshire, pas du tout pratique et livraison catastrophique par-dessus ma clôture sous la pluie : le top quoi ! Merci !"
1068,Ce réducteur a de jolies couleurs et motifs. Il est un peu volumineux au niveau du maintien de la tête
1069,"Sur toutes les boites commandées, une seule résistance à ""cramée"" en 2 mn. Donc ces resistances sont de bonne qualité. En espérant que le Prix ne change pas et que la qualité reste au rdv. Tans pis pour les boutiques en ville qui se gavent en les vendant 1,7 fois plus cher."
1070,Beaucoup plus pratique que ces pinces automatiques.
1071,"Pour ceux qui aiment passer une nuit mouillé dans les bois après 2-3 sorties, je recommande. Oeillets fragiles et étanchéité illusoire... C'est juste un mauvais produit à éviter."
1072,"J'ai acheté ce produit et je l'aime. Il brillait au soleil. J'ai eu beaucoup de compliments à ce sujet. J'avais peur que cela change de couleur, mais cela ne s'est pas produit. Je ne l'ai jamais enlevé et l'eau n'a jamais été affectée. C'est pas cher et bien. Si vous hésitez encore à acheter, foncez!"
1073,Rapport qualité prix
1074,Très mauvaise qualité. S’abime Au lave vaisselle. Les couteaux noircissent et deviennent inutilisables
1075,"Parfait pour l’emploi, mais toujours cher je trouve pour ce que c’est. Le jour où je trouve une sous marque, je n’hésiterai à foncer ..."
1076,parfait pour les ados
1077,"J'ai commandé cela et il est arrivé comme prévu le lendemain. Je vais maintenant utiliser uniquement des protecteurs d'écran en verre trempé par rapport aux anciennes versions en plastique bon marché. La protection qu'ils offrent sont des mondes à part, et c'est un bon exemple d'un protecteur d'écran en verre trempé. Vous êtes fourni avec le protecteur d'écran, le chiffon de nettoyage et l'élimination du film de poussière. Il est si simple d'appliquer le protecteur d'écran, assurez-vous que votre téléphone est propre, sec et sans poussière, puis placez le protecteur sur votre écran et placez-le. Appuyez fermement sur les bords et c'est tout. C'est sans bulles, donc, vous n'avez rien à craindre."
1078,l'éponge n'essuie pratiquement rien
1079,C'est pas de la qualité loin sans faut
1080,"comme dit dans d'autres commentaires le tout une fois monté trop de jeu au niveau du cadre, ça bouge énormément en vérifiant l'ancrage de l'ensemble. C'est bof bof pour du schneider, je vais essayer du legrand pour les prochains."
1081,est très solide mais le toucher du tactile est beaucoup moins sensible . il faut appuyer plus fort sur l'écran et ça me gène
1082,"Design précieux et protection maximale. Le film de verre trempé d'une dureté de 9H offre une protection maximale contre les chutes, les rayures, les égratignures et les bosses."
1083,Commande rapide.. Livraison impeccable.. Très beau sac a dos.. Mais les couleurs partent deja... Qualité ☹ très déçue par rapport au prix..
1084,"Super qualité, peux se mettre directement dans le tube ou sur une barlow !"
1085,"Pour l'attente que j'en attendais, je suis quelques peu déçue, je ne le recommanderais certainement pas. Dommage"
1086,"Bonjour , en effet le matériel est vraiment de très mauvaise qualité , et en plus le vendeur fait la sourde oreille pour le retour ,et le remboursement , il ne mérite pas sa place chez Amazon !"
1087,"Jamais reçu le colis, j'ai envoyé un mail au vendeur qui ne m'a jamais répondu !"
1088,"Utilisable Facile. fondre les graines de cire dans un réchauffeur de cire, puis utiliser une spatule à la cire pour appliquer la cire sur vos poils indésirables. Lorsque la cire sèche, déchirez-la directement de votre peau sans bande."
1089,Bracelet que j'ai commandé plusieurs fois mais il se casse à chaque fois au niveau des ailes. C'est bien dommage car il est beau.
1090,Aucun délais respecté. Produit retourné à l envoyeur sans aucune raison. Aucune notification de réception du colis par colissimo. Bref énorme erreur. Je vous le déconseille fortement
1091,Je n'ai jamais réussi à le faire fonctionner même en rajoutant du gaz et il a fini par casser entre mais main pas satisfait de cette achat 👍
1092,J'ai imprimé 3 images couleur et la cartouche est déjà vide. inadmissible pour un produit CANON.
1093,Très déçu..le cutter est arrivé avec pièces manquante. La lame pour couper le vynil est rouillé...bref rien ne va!!! N'achetez surtt Pas!
1094,Le produit est conforme à la description livre en prime mais l'adaptateur est un adaptateur d'américains vers anglais et non européen. Du coup soit vous utilisez un autre adaptateur secteur soit le produit ne marchera pas.
1095,"Intéressant pour les amoureux de Brel (dont je suis), mais malheureusement trop mal écrit et rempli de détails totalement inutiles au milieu du récit."
1096,Magique un seul mot la montre devient bleu au soleil on a l impression d avoir une nouvelle montre très bien
1097,"Le produit est garantie combien de temps?? Juste pour savoir en cas de problème technique ou pour offrir, merci ^^"
1098,"Pour ma première tentative d'épilation à la cire à la maison je suis ravie. Il ne manque rien, l'appareil chauffe très vite et son nettoyage est facile. J'ai apprécié les perles de cire aux huiles essentielles, elles sentent très bon et laissent la peau douce et sans irritation. L'appareil a un arrêt automatique au delà d'un certain seuil de chauffe ce qui est sécurisant. Je suis satisfaite de mon achat."
1099,La qualité va avec le prix tout simplement donc je ne peux pas juger
1100,Rien reçu grosse arnaque et pas de possibilité de remboursement apparemment
1101,"Mauvaise qualité, ne pas acheter pour avoir un son correct, peut satisfaire ceux qui cherchent simplement à faire fonctionner leur platine. Ne produit pas un son propre, même plutôt brouillon."
1102,"Les couches sont anormalement fines, n'absorbent vraiment pas beaucoup de liquide, résultat fuites. Etonnant pour cette marque très connue !"
1103,Outil plutôt bien mais que l’articulation soit plus que raide.
1104,"Il a bien marché pendant deux mois, puis à commencer à faire un bruit monstre est à fini à la poubelle"
1105,La prise 'rapide' a fonctionné 2 jours et puis n'a plus jamais voulu charger. A éviter si vous avez réellement besoin des 2 prises USB simultanément. Retour et remboursement auprès d'Amazon.
1106,"Produit commandé par le passé , donnant toute satisfaction avec en plus un prix avantageux."
1107,"La housse est magnifique, elle correspond exactement à ce que j'attendais"
1108,On perd toute la sensibilité de l'écran. Tres decu de ce produit. Pas de notice en français et la mise en place de l'écran n'est pas du tout intuitive . Je ne recommande pas
1109,Très belle serviette
1110,"très bon produit j en avais déjà eu un, heureusement que j avais gardé les support pour accrocher au mur car avec ce produit il n y avait pas de support"
1111,Ce produit me sert pour une machine à connecté à arc a la maison
1112,Livraison prime reçu dans un jour ouvré. Produit conforme à sa description. Très bon rapport qualité/prix. Je le recommande sans hésitation.
1113,Le colis a été livré sans emballage de protection.
1114,le roman que je voulais
1115,reçu très bien emballé. Je recommande le produit. Remplit bien sa fonction égale au descriptif. prix bien plus bas que plein d'autres moustiquaire.
1116,se déchire quand meme facilement
1117,"Super pratique ce HUB multifonction. Ici tout est réuni, fonctionnalité et design. Je l'utilise sur mon pc portable qui possède une entrée usb type-c et ça fonctionne sans soucis. L'USB 3.0 est un gros plus, finis les transferts lents."
1118,rapide et comme la publication +++++
1119,"Je trouve ce livre bien fait mais pas assez détaillé, le handicap est abordé trop succinctement. Trop simple pour un enfant de 6 ans."
1120,Même principe que son concurrent le pilot mais je l’ai perdu et j’ai repris un pilot que je trouve meilleur .
1121,"J'ai bien choisit cet article, c'est pour mon amie. Elle aime bien, je ne regrette pas de lui avoir commandé."
1122,On a acheté 2 casques comme celui ci et 2 fois arrête de fonctionner au bout d'un mois a peine. Bizarre du coup on est partis sur un autre modèle turtle Beach et pas de soucis.
1123,Ils fait rien du tout bien
1124,"Devant remplacer le DD 2""5 de mon boitier LaCie Rugged Thunderbold approchant du MTBF, j'ai opte pour ce SSD. Les tests de lectures/ecritures Speed Test indiquent une acceleration x 6+"
1125,Pour moi même et pour offrir
1126,"Merci pour l'envoie, Produit conforme à ce que j'ai demandé!"
1127,Très déçu. Ce produit est de mauvaise qualité. Il ne permet pas du tout d’orienter la douchette. Le plastique utilisé est trop léger pour maintenir une douchette trop lourde.
1128,Je n'ai pas reçu cet objet
1129,Notre fils en est ravi avec son pistolet à plomb
1130,"C'est pas du tout ce que je pensais. C'est bruyant et effrayant pour ma petite chatonne, et ça n'avance pas, ça roule sur elle même ! Ma chatonne n'a pas pu s'approcher elle avait trop peur. Dommages."
1131,Robuste avec une lame épaisse les bords auraient mérité d'être amincis .
1132,Rapport qualité /prix pas Bon du tout. Finitions tres grossieres.
1133,Le produit en lui même est très beau mais je ne trouve pas que la qualité soit au top... a voir dans le temps.
1134,On trouve moins cher sur le marché. Payer ce prix pour une simple raclette est rédhibitoire. D'autant que la lame de caoutchouc n'est pas amovible et remplaçable.
1135,"Qualité très moyenne , il se déchire très rapidement car très fins , déçu"
1136,"Jamais reçu malgré un soit disant dépôt dans ma boite à lettres par COLIS PRIVE. Le vendeur se dédouane en disant qu'il faut voir avec AMAZON qu'il n'y a naturellement aucun moyen de contacter. COLIS PRIVE est aux abonnés absents. Je vais donc faire un dépôt de plainte mais auprès de qui? AMAZON qui n'a pas d'adresse en France? Le vendeur basé en Asie ? Et comme AMAZON ne réponds pas et demande simplement à être informé ce qui me fait une belle jambe ! Bref, client de longue date mais plus pour longtemps"
1137,Recharges reçues très rapidement
1138,"Bonjour , le colis n'a pas été livré , en aucun cas remis en mains propres"
1139,J’ai reçu un set avec 3 couteaux ayant des dents or sur l’an photo il y a un couteau lisse. Je suis déçue
1140,"Rien à dire, un super boitier. Entre mon entreprise et moi on doit en avoir acheté à peu près 5-6 au total et on en est très contents."
1141,"Spatule en plastique utilisé lors de crêpes partie, fait l'affaire et résiste plutôt bien au temps. Rien a dire Cdt"
1142,livre toute écrase dans un sac plastique au lieu d une boite
1143,niveau qualité et finition. tenue vestimentaire mediocre. les yeux sont peints assez grossièrement les cheveux de mauvaise qualité ne pouvant pas tellement etre coiffé. Bon ma petite fille était contente malgré tout;
1144,bravo livraison dans les délais et de bonne qualités
1145,"Ce jeu est utilisé en MS pour aider les enfants dans la géométrie dans l espace. Et le raisonnement logique. Je l ai acheté pour aider ma fille qui est en MS et pour mon fils en GS qui adore ce jeu. C est un jeu qui se joue seul, mais qui est passionnant. Je pense que le jeu peut servir de cadeau à offrir également (comme me le suggère Amazon)"
1146,Dire que j'ai failli prendre plus petit! Finalement ça se rempli très vite. Les pochettes sont de bonnes dimensions et résistant
1147,Extrêmement déçue de cet article. Je ne peux même pas envoyer de Sms car il n est pas adapté à mon s10. Et la qualité des selfies est très mauvaise.
1148,"Pour le produit, pas de problème, conforme à mes attentes. Pour ce qui est du vendeur, je lui ai demandé une facture qu'il ne m'a toujours pas envoyé et ça fait 2 semaines.."
1149,"Produit très bien pour le prix il fait son travail, par contre tellement léger qu'il ne tiendra pas tout seul debout. Et il faut prier pour le recevoir en un morceau aussi ^^. les livreurs qui sont pas tendre le casseront à coup sur (ce qui m'est arrivé)"
1150,"Produit non conforme .La protection ne couvre pas tout l'écran,j'ai malheureusement l'impression que c'est le cas de toutes les protections pour samsung A5 proposées sur le site ....Je renvoie bien évidemment l'article et irai dans une boutique de téléphonie,ça sera plus simple !"
1151,rien à dire que acheter le produit vu l'utilité et la qualité qui n'est pas à remettre en doute ! Merci
1152,Sac a bonbons trés pratique des poupées LOL Je recommande vivement car introuvable dans les commerces
